epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,4864.28,0.77133,0.48896,0.90155,0.93113,0.92857,0.9674,0.77946,0.69886,0.41335,0.83744,0.0081982,0.0081982,0.0081982
184,4891.59,0.76012,0.48839,0.90664,0.91561,0.92996,0.96649,0.78215,0.69497,0.41405,0.83757,0.0081883,0.0081883,0.0081883
185,4918.17,0.74179,0.48382,0.88865,0.93567,0.93505,0.96956,0.78142,0.69665,0.41788,0.8354,0.0081784,0.0081784,0.0081784
186,4944.79,0.74582,0.47395,0.89057,0.92201,0.92892,0.96721,0.78825,0.69072,0.4149,0.8357,0.0081685,0.0081685,0.0081685
187,4971.43,0.75512,0.48346,0.89923,0.914,0.92857,0.96688,0.78986,0.69158,0.42141,0.83215,0.0081586,0.0081586,0.0081586
188,4998.14,0.74619,0.48298,0.89732,0.91579,0.93218,0.96685,0.784,0.69138,0.4297,0.83321,0.0081487,0.0081487,0.0081487
189,5024.76,0.75478,0.50186,0.89563,0.91922,0.94286,0.96799,0.79002,0.69159,0.42135,0.834,0.0081388,0.0081388,0.0081388
190,5051.21,0.735,0.47474,0.8915,0.93133,0.92857,0.96859,0.78583,0.69465,0.41294,0.83473,0.0081289,0.0081289,0.0081289
191,5077.66,0.74306,0.47976,0.89111,0.93601,0.9403,0.96723,0.77884,0.69775,0.40572,0.83689,0.008119,0.008119,0.008119
192,5104.02,0.75399,0.49147,0.89712,0.936,0.94027,0.96998,0.77761,0.70205,0.40805,0.83897,0.0081091,0.0081091,0.0081091
193,5130.54,0.73003,0.48105,0.89112,0.93569,0.93537,0.97109,0.77769,0.70365,0.40244,0.84168,0.0080992,0.0080992,0.0080992
194,5157,0.73157,0.47234,0.88575,0.93644,0.9471,0.97616,0.78161,0.69658,0.40544,0.84197,0.0080893,0.0080893,0.0080893
195,5183.48,0.72061,0.46696,0.88711,0.93246,0.94286,0.97708,0.77879,0.70083,0.40533,0.84186,0.0080794,0.0080794,0.0080794
196,5210.33,0.70757,0.46959,0.87523,0.93244,0.94286,0.97788,0.77863,0.70239,0.40376,0.842,0.0080695,0.0080695,0.0080695
197,5237.17,0.74291,0.46872,0.88911,0.92309,0.94301,0.97627,0.78012,0.69493,0.4044,0.84086,0.0080596,0.0080596,0.0080596
198,5263.87,0.72137,0.47275,0.89225,0.93602,0.94047,0.97667,0.78147,0.69918,0.40039,0.84116,0.0080497,0.0080497,0.0080497
199,5290.56,0.71332,0.46668,0.88974,0.92315,0.9438,0.97107,0.78083,0.69867,0.40563,0.83929,0.0080398,0.0080398,0.0080398
200,5317.14,0.72935,0.46886,0.89554,0.92316,0.94394,0.9738,0.78806,0.69398,0.40305,0.83765,0.0080299,0.0080299,0.0080299
201,5343.72,0.7401,0.48415,0.88682,0.92278,0.93571,0.97075,0.78595,0.6921,0.40686,0.83692,0.00802,0.00802,0.00802
202,5370.28,0.72475,0.4579,0.88497,0.91427,0.95,0.96568,0.78611,0.6861,0.4049,0.83536,0.0080101,0.0080101,0.0080101
203,5396.99,0.74339,0.47769,0.89859,0.9161,0.95,0.96625,0.78048,0.69018,0.3963,0.8355,0.0080002,0.0080002,0.0080002
204,5424.12,0.72661,0.47028,0.8857,0.942,0.92813,0.96702,0.77933,0.68999,0.39387,0.83398,0.0079903,0.0079903,0.0079903
205,5450.71,0.73544,0.477,0.87598,0.92142,0.94286,0.96778,0.78124,0.69062,0.39543,0.83378,0.0079804,0.0079804,0.0079804
206,5477.5,0.72964,0.47646,0.90097,0.91687,0.94537,0.96766,0.77923,0.69536,0.39583,0.83748,0.0079705,0.0079705,0.0079705
207,5503.99,0.70495,0.46279,0.88417,0.92292,0.94081,0.96751,0.78062,0.69555,0.39496,0.83743,0.0079606,0.0079606,0.0079606
208,5531.04,0.71018,0.46199,0.88744,0.91415,0.94286,0.96741,0.78636,0.6848,0.3949,0.83653,0.0079507,0.0079507,0.0079507
209,5557.92,0.72046,0.45731,0.88813,0.91569,0.94286,0.96805,0.78493,0.68034,0.39359,0.83416,0.0079408,0.0079408,0.0079408
210,5584.68,0.7317,0.47365,0.89218,0.91774,0.93571,0.96854,0.78504,0.67652,0.39092,0.83262,0.0079309,0.0079309,0.0079309
211,5611.07,0.72554,0.47635,0.89065,0.9222,0.93139,0.96823,0.78755,0.6759,0.38896,0.8327,0.007921,0.007921,0.007921
212,5637.47,0.72516,0.4588,0.89371,0.9265,0.93571,0.96803,0.7854,0.67571,0.38832,0.83382,0.0079111,0.0079111,0.0079111
213,5664.07,0.75042,0.47416,0.90347,0.92645,0.93571,0.96804,0.78549,0.67817,0.38756,0.83313,0.0079012,0.0079012,0.0079012
214,5690.87,0.72911,0.46304,0.89171,0.92407,0.92857,0.96888,0.78716,0.67779,0.39078,0.83114,0.0078913,0.0078913,0.0078913
215,5717.54,0.70483,0.46621,0.8765,0.93253,0.92143,0.96902,0.79093,0.67636,0.39126,0.82939,0.0078814,0.0078814,0.0078814
216,5744.22,0.7384,0.46711,0.89539,0.92876,0.93122,0.96942,0.78864,0.67394,0.38832,0.82999,0.0078715,0.0078715,0.0078715
217,5770.97,0.72903,0.46529,0.89226,0.93156,0.93571,0.96963,0.78886,0.67236,0.386,0.83033,0.0078616,0.0078616,0.0078616
218,5798.04,0.73435,0.48997,0.89565,0.92848,0.93571,0.97026,0.78637,0.67644,0.38668,0.83174,0.0078517,0.0078517,0.0078517
219,5824.69,0.71589,0.46469,0.88988,0.92949,0.92857,0.96974,0.78586,0.67752,0.38695,0.83446,0.0078418,0.0078418,0.0078418
220,5851.14,0.71917,0.45857,0.885,0.92914,0.93667,0.96991,0.78716,0.68022,0.38455,0.83738,0.0078319,0.0078319,0.0078319
221,5878.18,0.72211,0.46402,0.89221,0.92893,0.93367,0.97038,0.78519,0.6764,0.38236,0.83758,0.007822,0.007822,0.007822
222,5904.56,0.72496,0.46493,0.88699,0.92873,0.93077,0.96977,0.78363,0.67777,0.38909,0.83746,0.0078121,0.0078121,0.0078121
223,5931.07,0.72376,0.4642,0.87605,0.92887,0.93277,0.96936,0.78423,0.68321,0.38807,0.83761,0.0078022,0.0078022,0.0078022
224,5957.47,0.70197,0.45096,0.88029,0.92896,0.93402,0.96913,0.78345,0.68417,0.38624,0.83742,0.0077923,0.0077923,0.0077923
225,5983.79,0.70376,0.45824,0.88376,0.92375,0.92857,0.96939,0.78267,0.68298,0.38835,0.8372,0.0077824,0.0077824,0.0077824
226,6010.2,0.69157,0.44483,0.88398,0.92207,0.92963,0.96965,0.78103,0.68178,0.38743,0.8368,0.0077725,0.0077725,0.0077725
227,6036.71,0.70481,0.46023,0.87703,0.92581,0.92857,0.97269,0.78327,0.682,0.38602,0.83711,0.0077626,0.0077626,0.0077626
228,6063.44,0.71846,0.45853,0.88823,0.93682,0.92143,0.9733,0.78515,0.6828,0.38478,0.8377,0.0077527,0.0077527,0.0077527
229,6090.66,0.72559,0.45707,0.89127,0.92813,0.92143,0.97344,0.78853,0.68396,0.38567,0.83701,0.0077428,0.0077428,0.0077428
230,6117.78,0.73752,0.46823,0.88593,0.91649,0.94069,0.97335,0.79013,0.68334,0.38616,0.83687,0.0077329,0.0077329,0.0077329
231,6144.39,0.70592,0.45537,0.88276,0.90994,0.93824,0.97298,0.78634,0.68702,0.38681,0.83776,0.007723,0.007723,0.007723
232,6171.12,0.7092,0.45811,0.8814,0.90689,0.93571,0.96955,0.78612,0.68585,0.38547,0.83651,0.0077131,0.0077131,0.0077131
233,6197.84,0.70358,0.45994,0.87999,0.90521,0.93571,0.97319,0.78524,0.68542,0.3858,0.83604,0.0077032,0.0077032,0.0077032
234,6224.51,0.72625,0.47268,0.89276,0.91565,0.93052,0.97338,0.78309,0.68533,0.38652,0.83645,0.0076933,0.0076933,0.0076933
235,6251.12,0.73698,0.46203,0.88322,0.91397,0.92857,0.97318,0.78141,0.68759,0.38497,0.83619,0.0076834,0.0076834,0.0076834
236,6278.04,0.73452,0.47498,0.88053,0.92606,0.92857,0.97384,0.77946,0.68562,0.38567,0.83588,0.0076735,0.0076735,0.0076735
237,6304.64,0.74226,0.48736,0.89674,0.92938,0.92857,0.97385,0.78086,0.68517,0.38649,0.83593,0.0076636,0.0076636,0.0076636
238,6331.28,0.68501,0.44128,0.87832,0.92402,0.92857,0.9741,0.78198,0.68969,0.38514,0.83645,0.0076537,0.0076537,0.0076537
239,6357.91,0.70813,0.44614,0.88501,0.93115,0.92857,0.97401,0.78145,0.68916,0.38348,0.83703,0.0076438,0.0076438,0.0076438
240,6384.48,0.72524,0.47716,0.89274,0.93209,0.92857,0.97409,0.78168,0.68999,0.38373,0.83692,0.0076339,0.0076339,0.0076339
241,6411.29,0.73569,0.4676,0.89553,0.93114,0.92857,0.97439,0.78376,0.68689,0.38227,0.83635,0.007624,0.007624,0.007624
