                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    307,                0.49061,                0.31857,                0.85687,                0.94249,                0.94178,                0.98056,                0.81688,                0.61011,                0.32059,                  0.858,              0.0069706,              0.0069706,              0.0069706
                    308,                 0.4992,                0.31628,                 0.8604,                0.97738,                0.91954,                0.98117,                0.81267,                 0.6163,                0.31713,                0.85779,              0.0069607,              0.0069607,              0.0069607
                    309,                0.49014,                0.31649,                0.84792,                0.92272,                0.97701,                0.98083,                0.81476,                0.61449,                0.31362,                0.85776,              0.0069508,              0.0069508,              0.0069508
                    310,                0.49501,                0.32232,                0.85541,                0.92357,                0.97226,                0.98115,                0.81653,                0.61381,                0.31606,                0.85821,              0.0069409,              0.0069409,              0.0069409
                    311,                 0.5022,                0.31839,                 0.8497,                0.94242,                0.94069,                0.98021,                0.81998,                0.61193,                0.31612,                0.85903,               0.006931,               0.006931,               0.006931
                    312,                0.50704,                0.33019,                0.86902,                0.94239,                0.94013,                0.97949,                 0.8174,                0.61309,                 0.3175,                0.85748,              0.0069211,              0.0069211,              0.0069211
                    313,                0.51031,                0.32658,                0.85363,                0.94231,                0.93868,                0.97989,                0.81488,                0.61767,                0.32431,                0.85742,              0.0069112,              0.0069112,              0.0069112
                    314,                0.50451,                0.31605,                0.86487,                0.92254,                0.95836,                0.97939,                0.81937,                0.61406,                 0.3209,                0.85591,              0.0069013,              0.0069013,              0.0069013
                    315,                 0.5107,                0.32171,                0.86107,                0.92266,                0.95992,                0.97901,                0.82119,                0.60998,                 0.3246,                0.85528,              0.0068914,              0.0068914,              0.0068914
                    316,                0.48537,                0.31765,                0.84999,                0.93255,                0.95345,                0.97955,                0.81743,                0.61041,                0.32641,                0.85515,              0.0068815,              0.0068815,              0.0068815
                    317,                0.51609,                0.32648,                0.84687,                 0.9077,                0.96552,                0.97869,                0.81749,                0.60904,                0.32243,                0.85484,              0.0068716,              0.0068716,              0.0068716
                    318,                0.51679,                  0.337,                  0.863,                0.91065,                0.96552,                0.97869,                0.81486,                0.61011,                0.31777,                 0.8541,              0.0068617,              0.0068617,              0.0068617
                    319,                0.51466,                0.33527,                0.85224,                0.97824,                0.89655,                0.97703,                0.81508,                0.61055,                0.31926,                0.85387,              0.0068518,              0.0068518,              0.0068518
                    320,                 0.4928,                0.31331,                0.84442,                0.98158,                0.89655,                0.97808,                 0.8161,                0.61318,                0.32316,                0.85377,              0.0068419,              0.0068419,              0.0068419
                    321,                0.51259,                0.32792,                0.85309,                0.91304,                0.96551,                0.97808,                0.81377,                 0.6153,                 0.3236,                0.85474,               0.006832,               0.006832,               0.006832
                    322,                0.50687,                0.33213,                0.86237,                0.91288,                0.96353,                0.97779,                0.81646,                0.61378,                0.32489,                0.85491,              0.0068221,              0.0068221,              0.0068221
                    323,                 0.5056,                0.32953,                0.86808,                0.91014,                0.96552,                0.97781,                0.81637,                0.61152,                0.32555,                0.85451,              0.0068122,              0.0068122,              0.0068122
                    324,                0.51065,                0.33145,                0.85859,                0.90859,                0.96552,                0.97825,                0.81327,                0.61411,                0.32365,                0.85477,              0.0068023,              0.0068023,              0.0068023
                    325,                0.49122,                0.31267,                 0.8507,                0.91018,                0.96552,                0.97875,                0.81649,                0.61781,                0.32637,                0.85547,              0.0067924,              0.0067924,              0.0067924
                    326,                 0.4876,                0.30707,                 0.8486,                0.91166,                0.96552,                0.97829,                0.81188,                0.62062,                  0.329,                0.85597,              0.0067825,              0.0067825,              0.0067825
                    327,                0.47867,                0.31666,                 0.8529,                0.96036,                0.91954,                0.97817,                0.81294,                0.62063,                0.32583,                0.85622,              0.0067726,              0.0067726,              0.0067726
                    328,                0.51322,                0.33438,                0.84914,                0.96044,                0.91954,                0.97769,                0.81342,                0.61945,                0.32578,                0.85627,              0.0067627,              0.0067627,              0.0067627
                    329,                0.48867,                0.31033,                0.84596,                0.96101,                0.91954,                0.97794,                0.81341,                0.62218,                 0.3292,                0.85636,              0.0067528,              0.0067528,              0.0067528
                    330,                0.51717,                0.34006,                0.85909,                 0.9604,                0.91954,                0.97818,                0.81307,                 0.6225,                0.32972,                0.85572,              0.0067429,              0.0067429,              0.0067429
                    331,                0.48636,                0.31208,                0.85524,                0.95993,                0.91954,                0.97835,                0.81256,                0.62422,                0.32678,                0.85619,               0.006733,               0.006733,               0.006733
                    332,                0.50653,                0.33426,                0.86573,                0.95757,                0.91954,                0.97823,                0.81305,                0.62634,                0.32752,                0.85609,              0.0067231,              0.0067231,              0.0067231
                    333,                0.50579,                0.32728,                0.86389,                0.96019,                0.91954,                0.97823,                0.81472,                0.62619,                0.32713,                0.85651,              0.0067132,              0.0067132,              0.0067132
                    334,                0.49381,                0.31343,                0.86153,                 0.9603,                0.91954,                0.97822,                0.81209,                0.62741,                0.32741,                0.85627,              0.0067033,              0.0067033,              0.0067033
                    335,                 0.4928,                0.31518,                0.84932,                0.96006,                0.91954,                0.97788,                0.81508,                0.62446,                0.32387,                0.85532,              0.0066934,              0.0066934,              0.0066934
                    336,                0.47516,                0.30794,                0.84694,                0.95658,                0.91954,                0.97796,                0.81133,                0.62103,                 0.3227,                0.85441,              0.0066835,              0.0066835,              0.0066835
                    337,                0.49028,                0.31594,                0.85286,                0.96289,                0.91954,                0.97811,                0.80924,                0.62174,                0.32919,                0.85383,              0.0066736,              0.0066736,              0.0066736
                    338,                0.49415,                0.31245,                0.84789,                0.97529,                0.90717,                0.97857,                0.81054,                0.61999,                0.32862,                0.85119,              0.0066637,              0.0066637,              0.0066637
                    339,                0.48656,                0.31148,                0.84928,                0.95285,                0.92916,                0.97853,                0.80686,                 0.6223,                0.32793,                0.84963,              0.0066538,              0.0066538,              0.0066538
                    340,                0.47573,                0.31243,                0.84822,                0.95285,                0.92908,                0.97888,                0.81031,                0.61879,                0.32721,                0.84878,              0.0066439,              0.0066439,              0.0066439
                    341,                0.50359,                 0.3162,                0.85502,                0.95284,                  0.929,                0.97932,                0.80863,                0.62171,                0.32407,                0.84902,               0.006634,               0.006634,               0.006634
                    342,                0.47903,                0.30738,                0.83768,                0.94238,                   0.94,                0.97953,                0.81631,                0.61726,                0.32247,                0.84901,              0.0066241,              0.0066241,              0.0066241
                    343,                 0.5022,                0.32489,                0.85389,                0.97548,                0.91443,                 0.9787,                0.81137,                0.62144,                0.32164,                0.85021,              0.0066142,              0.0066142,              0.0066142
                    344,                0.50525,                 0.3195,                0.85206,                0.97545,                0.91334,                0.97864,                 0.8114,                0.62269,                0.32501,                0.85136,              0.0066043,              0.0066043,              0.0066043
                    345,                0.48927,                0.31443,                0.84847,                0.95292,                0.93067,                0.97875,                0.81411,                0.62083,                0.32428,                0.85097,              0.0065944,              0.0065944,              0.0065944
                    346,                0.51214,                0.32241,                0.85475,                0.97548,                0.91472,                0.97871,                0.81417,                0.62197,                0.32611,                0.85091,              0.0065845,              0.0065845,              0.0065845
                    347,                0.49527,                0.32119,                0.85089,                0.97557,                0.91797,                0.97485,                0.81227,                0.62325,                0.32805,                0.85053,              0.0065746,              0.0065746,              0.0065746
                    348,                0.49745,                0.31655,                0.84817,                0.97557,                0.91786,                0.97454,                 0.8116,                0.62171,                0.32502,                0.85007,              0.0065647,              0.0065647,              0.0065647
                    349,                0.47725,                0.31029,                0.84373,                0.95043,                0.93103,                0.97463,                0.81549,                0.61984,                 0.3216,                0.85043,              0.0065548,              0.0065548,              0.0065548
                    350,                0.49549,                0.31723,                0.85085,                0.94916,                0.93103,                0.97462,                0.81677,                0.61984,                0.32677,                0.85072,              0.0065449,              0.0065449,              0.0065449
