                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.62218,                0.39463,                0.88612,                0.96063,                0.93103,                0.97104,                0.79889,                0.65264,                0.39397,                 0.8543,              0.0085744,              0.0085744,              0.0085744
                    146,                0.67154,                0.41869,                0.91366,                0.94249,                0.94191,                0.97189,                0.80436,                0.64748,                0.38667,                0.85694,              0.0085645,              0.0085645,              0.0085645
                    147,                0.60563,                0.39371,                0.89249,                0.94921,                0.93103,                 0.9743,                0.81726,                0.62322,                0.36338,                0.85664,              0.0085546,              0.0085546,              0.0085546
                    148,                0.59109,                0.38911,                0.87323,                0.95305,                0.95402,                0.97306,                0.80536,                0.65305,                 0.3755,                0.86101,              0.0085447,              0.0085447,              0.0085447
                    149,                0.63128,                0.40079,                0.89227,                0.94358,                0.96117,                0.97781,                0.80815,                0.64619,                0.34547,                0.85609,              0.0085348,              0.0085348,              0.0085348
                    150,                0.62997,                0.39456,                0.88419,                0.95211,                0.94253,                0.96911,                0.80421,                0.68091,                0.41203,                0.86232,              0.0085249,              0.0085249,              0.0085249
                    151,                0.60219,                0.39398,                0.88818,                0.92883,                0.91954,                0.96037,                0.79132,                0.65715,                0.39091,                0.86923,               0.008515,               0.008515,               0.008515
                    152,                0.61051,                0.37919,                0.89182,                0.97795,                0.90805,                0.96736,                0.78997,                0.69571,                 0.4021,                 0.8755,              0.0085051,              0.0085051,              0.0085051
                    153,                0.61123,                0.39176,                0.89614,                0.97613,                0.94023,                0.96574,                0.78911,                 0.6957,                0.43134,                 0.8717,              0.0084952,              0.0084952,              0.0084952
                    154,                0.60356,                0.38816,                0.88779,                 0.9852,                0.93103,                 0.9775,                0.78434,                0.69223,                0.38898,                 0.8709,              0.0084853,              0.0084853,              0.0084853
                    155,                0.62129,                0.40987,                0.87973,                 0.9713,                0.91954,                0.96922,                0.78964,                0.68277,                0.38068,                0.86784,              0.0084754,              0.0084754,              0.0084754
                    156,                0.60975,                0.38653,                0.88258,                0.97533,                0.90895,                0.97699,                0.80696,                0.65874,                0.38496,                0.86416,              0.0084655,              0.0084655,              0.0084655
                    157,                0.60388,                0.39263,                0.88111,                0.93989,                0.89873,                0.96431,                0.80578,                0.65359,                0.39881,                0.86029,              0.0084556,              0.0084556,              0.0084556
                    158,                0.61019,                0.38836,                0.87302,                0.95025,                0.93103,                0.96686,                0.79915,                0.67023,                0.39095,                0.86504,              0.0084457,              0.0084457,              0.0084457
                    159,                0.60088,                0.37943,                0.88835,                0.97464,                0.88338,                  0.981,                0.80913,                0.66153,                0.39889,                0.86517,              0.0084358,              0.0084358,              0.0084358
                    160,                0.59597,                0.38426,                 0.8827,                0.94191,                0.93183,                0.97145,                 0.8083,                 0.6531,                0.39525,                0.85588,              0.0084259,              0.0084259,              0.0084259
                    161,                0.60585,                0.38542,                 0.8808,                 0.9528,                0.93103,                0.97629,                 0.8123,                0.62789,                0.36627,                0.85472,               0.008416,               0.008416,               0.008416
                    162,                0.60187,                0.38156,                 0.8933,                0.93705,                0.96552,                0.97745,                0.82008,                0.62583,                0.34912,                0.85393,              0.0084061,              0.0084061,              0.0084061
                    163,                0.59507,                0.37425,                0.88671,                0.95393,                0.95199,                0.97941,                0.81639,                 0.6526,                0.37304,                0.85632,              0.0083962,              0.0083962,              0.0083962
                    164,                0.58485,                0.37605,                0.87589,                0.95344,                0.94149,                0.97762,                0.81262,                 0.6444,                0.37381,                0.84777,              0.0083863,              0.0083863,              0.0083863
                    165,                0.58766,                0.37686,                0.87345,                0.96414,                0.92715,                0.97737,                0.80926,                0.66349,                 0.3662,                0.86354,              0.0083764,              0.0083764,              0.0083764
                    166,                 0.6043,                0.39934,                0.88278,                0.95921,                0.91954,                 0.9742,                0.80798,                0.64547,                0.36239,                0.86199,              0.0083665,              0.0083665,              0.0083665
                    167,                0.59017,                 0.3731,                0.88347,                0.94252,                0.94246,                0.97324,                0.80757,                0.66358,                0.38637,                0.85832,              0.0083566,              0.0083566,              0.0083566
                    168,                 0.5733,                0.36608,                0.86987,                0.98274,                0.89655,                0.96283,                0.80673,                0.64758,                0.38924,                0.85332,              0.0083467,              0.0083467,              0.0083467
                    169,                0.58563,                0.37245,                0.88826,                      1,                0.91557,                0.97845,                0.82253,                0.63817,                0.39044,                0.85853,              0.0083368,              0.0083368,              0.0083368
                    170,                0.59568,                0.37752,                0.87634,                      1,                0.91088,                0.97741,                0.81903,                0.64313,                0.37901,                0.86113,              0.0083269,              0.0083269,              0.0083269
                    171,                0.61578,                 0.3894,                 0.8907,                0.98324,                0.91954,                0.96506,                0.81286,                0.64289,                0.38171,                0.85946,               0.008317,               0.008317,               0.008317
                    172,                0.59559,                0.37849,                0.87365,                0.98755,                0.91192,                0.96794,                0.80478,                0.65577,                 0.3925,                0.85755,              0.0083071,              0.0083071,              0.0083071
                    173,                0.60114,                0.38347,                0.88831,                0.99741,                0.90805,                0.96675,                0.80401,                0.67125,                 0.3987,                0.86003,              0.0082972,              0.0082972,              0.0082972
                    174,                0.58678,                0.37631,                0.87761,                0.98548,                0.93103,                0.97481,                0.80235,                0.66529,                0.41185,                0.86417,              0.0082873,              0.0082873,              0.0082873
                    175,                0.55984,                0.37168,                0.87433,                0.93875,                0.94253,                0.97236,                0.80643,                0.65835,                0.38167,                0.85101,              0.0082774,              0.0082774,              0.0082774
                    176,                0.59009,                 0.3787,                0.86987,                0.95276,                0.92734,                0.97711,                0.80819,                0.65412,                0.37114,                0.85895,              0.0082675,              0.0082675,              0.0082675
                    177,                0.59751,                0.37807,                 0.8846,                0.94991,                0.93103,                0.97524,                0.79914,                0.66308,                0.39314,                0.86312,              0.0082576,              0.0082576,              0.0082576
                    178,                0.59706,                0.38378,                0.88148,                0.97422,                0.91954,                 0.9698,                0.79923,                0.66635,                 0.3994,                0.85143,              0.0082477,              0.0082477,              0.0082477
                    179,                  0.565,                 0.3617,                0.86557,                0.98617,                0.89655,                 0.9655,                0.78978,                0.66841,                0.39511,                0.86133,              0.0082378,              0.0082378,              0.0082378
                    180,                0.61933,                0.39078,                0.88336,                0.95006,                0.90805,                0.96692,                 0.7956,                0.66719,                0.38346,                0.85955,              0.0082279,              0.0082279,              0.0082279
                    181,                0.57767,                 0.3713,                 0.8767,                0.91615,                0.93103,                0.96764,                 0.8021,                0.65911,                0.39242,                0.85888,               0.008218,               0.008218,               0.008218
                    182,                0.57369,                0.36714,                0.87771,                0.95926,                0.88506,                 0.9663,                0.79438,                0.67447,                0.40462,                0.86014,              0.0082081,              0.0082081,              0.0082081
                    183,                0.57624,                 0.3652,                0.87596,                0.92371,                0.91954,                0.97186,                0.80872,                0.63373,                0.38548,                0.85272,              0.0081982,              0.0081982,              0.0081982
                    184,                0.56901,                0.36348,                0.87991,                0.92594,                0.95402,                0.97626,                0.80684,                0.64472,                0.38706,                0.85466,              0.0081883,              0.0081883,              0.0081883
                    185,                0.59301,                0.37765,                 0.8762,                0.94041,                0.91954,                0.96729,                0.79376,                0.63829,                0.36536,                0.85291,              0.0081784,              0.0081784,              0.0081784
                    186,                 0.5693,                 0.3642,                 0.8799,                0.95922,                0.90805,                0.97076,                0.80035,                0.64078,                 0.3616,                0.85269,              0.0081685,              0.0081685,              0.0081685
                    187,                0.60951,                0.38185,                 0.8724,                0.99865,                0.90805,                0.97191,                0.79946,                0.64166,                0.36084,                0.85227,              0.0081586,              0.0081586,              0.0081586
                    188,                0.60127,                0.37827,                0.88644,                0.97281,                0.90805,                0.97645,                 0.7999,                0.62516,                0.35535,                0.85779,              0.0081487,              0.0081487,              0.0081487
                    189,                0.57342,                0.36707,                 0.8709,                0.93845,                0.93103,                0.97464,                0.80347,                0.62875,                0.36195,                0.85427,              0.0081388,              0.0081388,              0.0081388
                    190,                0.60099,                0.38404,                0.88598,                0.99138,                0.89655,                0.97108,                0.79604,                0.64102,                0.37879,                0.85275,              0.0081289,              0.0081289,              0.0081289
                    191,                0.57853,                0.37179,                0.87759,                0.93755,                0.93103,                0.96976,                0.79875,                0.64925,                0.40066,                0.85287,               0.008119,               0.008119,               0.008119
                    192,                0.59424,                0.37567,                0.87576,                0.95234,                0.93103,                0.96902,                0.79901,                0.65182,                0.40065,                0.85406,              0.0081091,              0.0081091,              0.0081091
                    193,                0.59956,                0.38095,                0.88882,                0.93246,                0.95215,                0.97019,                0.81338,                0.63563,                 0.3918,                0.85367,              0.0080992,              0.0080992,              0.0080992
                    194,                 0.5577,                0.35814,                0.87133,                0.97173,                0.90805,                0.97497,                0.80642,                0.63815,                0.36675,                0.85065,              0.0080893,              0.0080893,              0.0080893
                    195,                0.55741,                0.35173,                0.86015,                0.96422,                0.93103,                0.97645,                0.81005,                0.64115,                0.36116,                0.85261,              0.0080794,              0.0080794,              0.0080794
                    196,                0.57372,                0.36134,                0.87535,                0.92416,                0.93103,                0.96916,                0.80045,                0.63621,                0.35451,                0.85285,              0.0080695,              0.0080695,              0.0080695
                    197,                0.58533,                0.37325,                0.87643,                 0.9405,                0.90837,                0.96822,                0.80842,                0.63897,                0.36312,                0.84916,              0.0080596,              0.0080596,              0.0080596
                    198,                 0.5642,                0.36112,                0.87601,                0.97349,                0.88506,                0.97219,                 0.8086,                 0.6368,                0.36749,                0.85185,              0.0080497,              0.0080497,              0.0080497
                    199,                0.57218,                0.36476,                0.87824,                0.92056,                0.93236,                0.96804,                0.81077,                0.63909,                0.36785,                0.85272,              0.0080398,              0.0080398,              0.0080398
                    200,                0.57955,                0.37084,                0.87985,                0.96338,                0.93103,                0.97178,                0.80426,                0.63819,                0.35806,                0.85525,              0.0080299,              0.0080299,              0.0080299
                    201,                0.55769,                0.35646,                0.87634,                 0.9714,                0.93103,                0.97174,                0.80579,                0.63372,                0.35411,                 0.8578,                0.00802,                0.00802,                0.00802
                    202,                0.56961,                0.36545,                0.87424,                0.95072,                0.94253,                0.97096,                0.80846,                0.63707,                0.35596,                0.85883,              0.0080101,              0.0080101,              0.0080101
                    203,                0.58238,                0.36161,                0.87512,                0.94245,                0.94117,                0.97049,                0.80522,                0.64127,                0.36635,                0.85842,              0.0080002,              0.0080002,              0.0080002
                    204,                0.56618,                 0.3573,                0.87284,                0.95654,                0.94253,                0.97174,                0.80339,                0.63625,                0.35618,                0.85554,              0.0079903,              0.0079903,              0.0079903
                    205,                0.56501,                0.35923,                0.87425,                0.96921,                0.91954,                0.97086,                0.80815,                0.62556,                0.36067,                0.85609,              0.0079804,              0.0079804,              0.0079804
                    206,                0.57899,                0.36194,                0.87457,                0.94401,                0.90805,                0.97044,                0.80257,                0.62225,                0.36536,                0.85824,              0.0079705,              0.0079705,              0.0079705
                    207,                0.55296,                0.35777,                 0.8736,                 0.9628,                0.91954,                0.97072,                0.80289,                0.64791,                0.36164,                0.85999,              0.0079606,              0.0079606,              0.0079606
                    208,                0.58557,                0.37057,                0.88444,                0.96147,                0.91954,                0.97174,                0.80952,                0.63665,                0.36575,                 0.8554,              0.0079507,              0.0079507,              0.0079507
                    209,                0.55609,                0.35618,                0.87818,                0.91696,                0.94253,                0.96952,                0.79672,                0.62531,                0.35805,                0.85604,              0.0079408,              0.0079408,              0.0079408
                    210,                0.57685,                0.37572,                0.89107,                0.90634,                0.94253,                0.97167,                0.80337,                0.61078,                0.35199,                0.85532,              0.0079309,              0.0079309,              0.0079309
                    211,                0.57022,                0.36962,                0.87511,                0.93882,                0.94253,                0.97584,                0.81051,                0.59974,                0.35221,                0.85285,               0.007921,               0.007921,               0.007921
                    212,                0.56252,                0.36166,                0.86896,                0.93996,                0.95402,                 0.9759,                0.81225,                0.60728,                0.35839,                0.85009,              0.0079111,              0.0079111,              0.0079111
                    213,                0.55054,                0.35294,                0.87591,                0.92872,                0.97701,                0.97816,                 0.8133,                 0.6066,                0.35969,                0.84994,              0.0079012,              0.0079012,              0.0079012
                    214,                0.55939,                0.35484,                0.87117,                0.94307,                0.95209,                0.97572,                0.81267,                0.60032,                0.35516,                0.84034,              0.0078913,              0.0078913,              0.0078913
                    215,                0.56516,                0.35358,                0.87334,                0.94388,                 0.9666,                 0.9848,                0.81775,                0.59683,                0.35178,                0.83996,              0.0078814,              0.0078814,              0.0078814
                    216,                0.57693,                0.37361,                  0.883,                0.95499,                0.97558,                0.98536,                0.81479,                0.61386,                0.33945,                0.84909,              0.0078715,              0.0078715,              0.0078715
                    217,                0.56083,                0.35793,                0.87073,                0.95495,                0.97457,                0.98454,                0.81815,                0.60878,                0.34017,                0.84928,              0.0078616,              0.0078616,              0.0078616
                    218,                0.54435,                0.35182,                0.87449,                0.95493,                 0.9742,                0.98452,                0.82208,                0.61575,                0.35056,                0.85124,              0.0078517,              0.0078517,              0.0078517
                    219,                0.55289,                0.35397,                0.86461,                0.93388,                0.97408,                0.98436,                0.81384,                0.62865,                0.34762,                 0.8575,              0.0078418,              0.0078418,              0.0078418
                    220,                0.57285,                0.36457,                0.87503,                0.93139,                0.97701,                0.98309,                 0.8036,                0.63833,                0.35834,                0.86295,              0.0078319,              0.0078319,              0.0078319
                    221,                0.56309,                0.35698,                0.87599,                0.93397,                 0.9755,                0.98364,                0.80479,                0.63231,                0.36456,                0.86542,               0.007822,               0.007822,               0.007822
                    222,                0.55026,                0.35292,                0.86861,                0.95208,                0.95402,                0.98471,                0.80323,                0.62921,                0.36647,                0.86223,              0.0078121,              0.0078121,              0.0078121
                    223,                0.54036,                0.34548,                0.86449,                 0.9416,                0.92664,                0.96812,                0.80541,                0.63865,                0.36678,                0.85979,              0.0078022,              0.0078022,              0.0078022
                    224,                0.54196,                0.34778,                0.86612,                0.94294,                0.94975,                0.96408,                 0.8028,                0.63711,                0.36426,                0.85369,              0.0077923,              0.0077923,              0.0077923
                    225,                0.56033,                0.36054,                0.87681,                0.94206,                0.93452,                0.96856,                0.80598,                0.62072,                0.34416,                 0.8482,              0.0077824,              0.0077824,              0.0077824
                    226,                0.58101,                0.35931,                0.87074,                0.97285,                0.96552,                0.97409,                0.80654,                0.61631,                0.35612,                0.84638,              0.0077725,              0.0077725,              0.0077725
                    227,                0.53375,                0.34036,                0.85988,                 0.9763,                0.95402,                0.97465,                0.81762,                0.59555,                0.33456,                0.84654,              0.0077626,              0.0077626,              0.0077626
                    228,                 0.5565,                0.35646,                0.86478,                0.97182,                0.95402,                0.97481,                0.81836,                0.60881,                0.34413,                0.84606,              0.0077527,              0.0077527,              0.0077527
                    229,                0.54502,                0.35704,                0.87248,                0.95868,                0.93103,                0.97141,                0.81709,                0.62029,                0.35883,                0.84733,              0.0077428,              0.0077428,              0.0077428
                    230,                0.54252,                0.35553,                0.85934,                0.95908,                0.93103,                0.97165,                0.80998,                0.63492,                0.36364,                 0.8506,              0.0077329,              0.0077329,              0.0077329
                    231,                0.52108,                0.34496,                0.85199,                0.96035,                0.94253,                0.97846,                0.81275,                0.63115,                0.36483,                0.84902,               0.007723,               0.007723,               0.007723
                    232,                0.52782,                 0.3389,                0.86534,                0.96474,                0.94355,                0.97447,                0.81483,                 0.6215,                0.36221,                0.84739,              0.0077131,              0.0077131,              0.0077131
                    233,                0.53272,                0.33679,                 0.8732,                0.98776,                0.92782,                0.97491,                0.80611,                0.62618,                0.36744,                0.84764,              0.0077032,              0.0077032,              0.0077032
                    234,                0.55155,                0.35027,                0.87552,                0.92234,                0.96552,                0.97809,                0.81389,                0.62314,                0.37024,                0.84617,              0.0076933,              0.0076933,              0.0076933
                    235,                 0.5651,                0.36128,                0.86982,                0.93319,                0.96325,                0.98001,                0.81006,                0.63002,                0.35197,                0.84929,              0.0076834,              0.0076834,              0.0076834
                    236,                0.54303,                0.35127,                0.86403,                0.94186,                0.96552,                0.98095,                0.81152,                0.62609,                0.35019,                0.85039,              0.0076735,              0.0076735,              0.0076735
                    237,                0.56898,                0.36896,                0.87746,                0.95259,                0.96552,                0.98104,                0.81413,                0.61426,                0.33614,                 0.8486,              0.0076636,              0.0076636,              0.0076636
                    238,                 0.5556,                0.35047,                0.87919,                0.96225,                0.95402,                 0.9811,                0.81177,                0.61643,                0.33949,                0.85155,              0.0076537,              0.0076537,              0.0076537
                    239,                0.55813,                0.34491,                0.87635,                0.96496,                 0.9496,                0.98079,                0.81658,                0.61415,                0.34537,                0.85391,              0.0076438,              0.0076438,              0.0076438
                    240,                 0.5671,                0.36346,                0.87993,                0.95377,                0.95402,                0.97951,                0.81123,                0.61895,                0.34216,                0.85163,              0.0076339,              0.0076339,              0.0076339
                    241,                0.55262,                0.35579,                 0.8519,                0.95204,                0.95402,                0.97961,                0.81116,                 0.6151,                0.33592,                0.84601,               0.007624,               0.007624,               0.007624
                    242,                 0.5521,                0.34952,                0.87541,                0.94375,                0.96424,                0.98118,                 0.8189,                0.61819,                0.33809,                 0.8463,              0.0076141,              0.0076141,              0.0076141
                    243,                0.54585,                0.35429,                0.87433,                0.94191,                0.95402,                0.98473,                0.82171,                0.62741,                0.33847,                0.85315,              0.0076042,              0.0076042,              0.0076042
                    244,                0.54247,                 0.3514,                0.87132,                0.98435,                0.93103,                0.97942,                 0.8184,                0.62225,                0.33789,                0.85339,              0.0075943,              0.0075943,              0.0075943
                    245,                0.53931,                0.34097,                0.86691,                0.98146,                0.93103,                0.97962,                0.81909,                0.61535,                0.34545,                0.85224,              0.0075844,              0.0075844,              0.0075844
                    246,                0.52333,                0.33494,                0.85999,                0.94144,                0.96552,                0.98149,                0.81794,                0.61427,                0.34181,                0.85269,              0.0075745,              0.0075745,              0.0075745
                    247,                0.55186,                0.35097,                0.87452,                0.95402,                0.95403,                0.98159,                0.81554,                0.60225,                0.34383,                 0.8505,              0.0075646,              0.0075646,              0.0075646
                    248,                0.53151,                0.34464,                0.85876,                 0.9418,                0.96552,                0.98488,                0.82005,                0.61072,                0.34559,                0.85584,              0.0075547,              0.0075547,              0.0075547
                    249,                0.54325,                0.35543,                 0.8676,                0.97526,                0.93103,                0.98323,                0.82154,                0.61621,                0.33842,                 0.8576,              0.0075448,              0.0075448,              0.0075448
                    250,                0.51906,                0.33553,                 0.8678,                0.98765,                0.91945,                0.98323,                0.82296,                0.62311,                0.34346,                0.86331,              0.0075349,              0.0075349,              0.0075349
                    251,                0.56358,                0.35397,                0.87358,                0.95375,                0.94816,                0.98329,                0.82007,                0.63241,                0.34639,                0.86582,               0.007525,               0.007525,               0.007525
                    252,                0.51036,                 0.3304,                0.85924,                  0.952,                0.95402,                0.98294,                0.81291,                0.63281,                0.34265,                0.86396,              0.0075151,              0.0075151,              0.0075151
                    253,                0.52002,                0.37562,                0.85071,                0.93164,                0.95402,                0.98293,                0.81795,                0.63619,                0.34341,                0.86215,              0.0075052,              0.0075052,              0.0075052
                    254,                0.54539,                0.35496,                0.86877,                0.93906,                0.95402,                0.98319,                0.82007,                0.62765,                0.33103,                0.85737,              0.0074953,              0.0074953,              0.0074953
                    255,                0.52938,                0.34878,                0.87017,                0.94294,                 0.9498,                0.97368,                0.81225,                0.62784,                0.34162,                0.85537,              0.0074854,              0.0074854,              0.0074854
                    256,                0.50863,                0.33429,                0.86602,                0.94438,                0.94253,                0.97374,                0.81151,                0.63514,                0.34164,                0.85556,              0.0074755,              0.0074755,              0.0074755
                    257,                0.53755,                0.34148,                0.85965,                0.93226,                0.95402,                0.97372,                0.80545,                0.63911,                0.34625,                0.85499,              0.0074656,              0.0074656,              0.0074656
                    258,                0.53318,                0.34019,                0.85293,                0.97436,                0.91954,                0.97382,                0.80755,                  0.639,                0.34872,                0.85535,              0.0074557,              0.0074557,              0.0074557
                    259,                0.52788,                0.33349,                 0.8655,                0.95833,                0.90805,                0.97218,                0.80764,                0.64036,                0.35729,                0.85933,              0.0074458,              0.0074458,              0.0074458
                    260,                0.52391,                0.33756,                0.85754,                  0.922,                0.95109,                0.97648,                0.80983,                0.63321,                0.35245,                0.86199,              0.0074359,              0.0074359,              0.0074359
                    261,                 0.5598,                0.35827,                0.87321,                0.99039,                0.89655,                0.97738,                0.81696,                0.62415,                0.34868,                0.85871,               0.007426,               0.007426,               0.007426
                    262,                0.54867,                0.33963,                0.87119,                0.91273,                0.96552,                0.97648,                0.81719,                0.61441,                0.35208,                0.85507,              0.0074161,              0.0074161,              0.0074161
                    263,                0.54223,                0.34109,                0.85524,                0.91763,                0.96552,                0.97607,                0.81945,                0.61453,                0.35332,                0.85643,              0.0074062,              0.0074062,              0.0074062
                    264,                0.53225,                0.33599,                0.87597,                 0.9325,                0.96552,                0.97645,                0.81222,                0.62142,                0.35503,                0.86023,              0.0073963,              0.0073963,              0.0073963
                    265,                0.54244,                0.33877,                0.86126,                0.93329,                0.96485,                0.97653,                0.81399,                0.62349,                 0.3479,                0.86126,              0.0073864,              0.0073864,              0.0073864
                    266,                0.52525,                0.33842,                0.86859,                0.93328,                0.96552,                0.97171,                0.81724,                0.62263,                0.33948,                0.85943,              0.0073765,              0.0073765,              0.0073765
                    267,                0.52214,                0.33774,                0.85889,                0.92126,                0.96552,                0.97153,                0.81966,                0.62434,                0.33828,                0.86281,              0.0073666,              0.0073666,              0.0073666
                    268,                0.53727,                0.33692,                 0.8697,                0.93254,                0.96552,                0.97215,                0.81562,                0.62862,                0.33285,                 0.8662,              0.0073567,              0.0073567,              0.0073567
                    269,                0.54346,                0.34687,                0.86551,                0.92031,                0.96552,                0.97107,                 0.8094,                0.62229,                0.33658,                0.86338,              0.0073468,              0.0073468,              0.0073468
                    270,                0.52621,                0.32962,                  0.867,                0.92303,                0.96489,                0.97152,                0.80872,                0.62584,                0.34253,                0.86477,              0.0073369,              0.0073369,              0.0073369
                    271,                0.51059,                0.32478,                0.86258,                0.93003,                0.95402,                0.97197,                0.80938,                0.62521,                0.35923,                0.86538,               0.007327,               0.007327,               0.007327
                    272,                0.52621,                0.33421,                0.86037,                 0.9095,                0.95402,                0.97082,                0.80818,                0.61938,                0.36277,                0.86254,              0.0073171,              0.0073171,              0.0073171
                    273,                0.52056,                0.32973,                0.86297,                0.90812,                0.95402,                 0.9702,                0.80966,                0.61981,                0.37249,                0.86157,              0.0073072,              0.0073072,              0.0073072
                    274,                0.50557,                0.33202,                0.85795,                0.92073,                0.95402,                0.97189,                 0.8082,                0.62961,                0.37284,                0.86242,              0.0072973,              0.0072973,              0.0072973
                    275,                 0.5247,                0.33437,                0.86221,                0.90859,                0.95402,                0.97114,                0.80674,                0.62704,                0.36946,                0.86004,              0.0072874,              0.0072874,              0.0072874
                    276,                0.53523,                 0.3429,                0.86573,                0.90667,                0.95402,                0.97146,                0.81259,                0.61821,                 0.3664,                 0.8579,              0.0072775,              0.0072775,              0.0072775
                    277,                0.52212,                0.33631,                0.87117,                0.90966,                0.96552,                0.97621,                0.81537,                0.62456,                0.35874,                0.85902,              0.0072676,              0.0072676,              0.0072676
                    278,                0.51645,                 0.3265,                0.86266,                0.91042,                0.96552,                0.97783,                0.82019,                0.62273,                0.34009,                 0.8604,              0.0072577,              0.0072577,              0.0072577
                    279,                0.51219,                0.32392,                0.85874,                  0.942,                0.93339,                0.97958,                0.81314,                0.62287,                0.33385,                0.86019,              0.0072478,              0.0072478,              0.0072478
                    280,                0.53346,                0.34083,                0.88048,                0.92347,                0.97089,                0.98052,                0.82057,                0.61997,                0.33224,                0.85948,              0.0072379,              0.0072379,              0.0072379
                    281,                0.51194,                 0.3326,                0.86094,                0.91362,                0.97263,                0.97954,                0.81474,                0.62465,                0.32795,                 0.8582,               0.007228,               0.007228,               0.007228
                    282,                 0.5135,                0.33243,                0.85183,                0.91332,                0.96898,                0.97912,                0.81596,                0.62758,                0.32293,                0.85584,              0.0072181,              0.0072181,              0.0072181
                    283,                0.51433,                0.33084,                 0.8549,                0.93376,                0.97221,                0.98069,                0.81612,                0.63791,                0.32597,                0.85709,              0.0072082,              0.0072082,              0.0072082
                    284,                0.51206,                0.32598,                0.85434,                0.93375,                0.97207,                0.98048,                0.81885,                0.63158,                0.32445,                0.85539,              0.0071983,              0.0071983,              0.0071983
                    285,                0.52053,                 0.3334,                0.85854,                0.93325,                0.96418,                0.98026,                0.81985,                0.63657,                0.32557,                0.85548,              0.0071884,              0.0071884,              0.0071884
                    286,                0.53941,                0.34175,                 0.8693,                0.97558,                0.91845,                0.97967,                0.81514,                0.64159,                0.33069,                0.85646,              0.0071785,              0.0071785,              0.0071785
                    287,                0.52838,                0.33696,                0.86414,                 0.9322,                0.96552,                0.98054,                 0.8154,                0.64171,                0.33011,                0.85703,              0.0071686,              0.0071686,              0.0071686
                    288,                0.49253,                0.32031,                0.86698,                0.93062,                0.96552,                0.98024,                0.81455,                0.63518,                0.32906,                0.85514,              0.0071587,              0.0071587,              0.0071587
                    289,                0.50496,                0.33053,                0.85909,                0.94075,                0.97701,                0.98668,                0.81604,                0.63282,                0.32903,                0.85356,              0.0071488,              0.0071488,              0.0071488
                    290,                0.50741,                0.33613,                0.85533,                0.93966,                0.96552,                0.98659,                0.81299,                0.62365,                0.33105,                0.85197,              0.0071389,              0.0071389,              0.0071389
                    291,                0.50949,                0.33185,                0.87223,                0.93259,                0.95408,                0.98656,                0.81499,                0.62065,                0.33235,                0.85231,               0.007129,               0.007129,               0.007129
                    292,                0.51112,                0.32161,                0.86176,                0.94315,                0.95347,                0.98649,                0.81742,                 0.6226,                0.33014,                0.85175,              0.0071191,              0.0071191,              0.0071191
                    293,                0.51986,                0.34329,                0.85557,                0.98114,                0.90805,                0.98522,                0.81691,                0.62348,                0.32819,                0.85334,              0.0071092,              0.0071092,              0.0071092
                    294,                0.52069,                0.33593,                0.85534,                0.98324,                0.90805,                0.98477,                0.81611,                0.62151,                0.33811,                0.85277,              0.0070993,              0.0070993,              0.0070993
                    295,                0.50225,                0.33607,                0.85194,                0.98749,                0.90735,                0.97908,                0.81848,                0.62103,                0.33724,                0.85194,              0.0070894,              0.0070894,              0.0070894
                    296,                0.51871,                0.32963,                0.85562,                0.98749,                0.90724,                0.97805,                0.81356,                0.61966,                0.33307,                0.85152,              0.0070795,              0.0070795,              0.0070795
                    297,                0.51948,                0.33396,                0.85799,                0.96371,                0.91587,                0.97924,                0.81235,                0.62129,                 0.3349,                0.85125,              0.0070696,              0.0070696,              0.0070696
                    298,                0.51612,                0.32953,                0.86034,                0.95162,                0.93103,                0.97952,                0.81659,                0.61713,                0.33097,                0.85116,              0.0070597,              0.0070597,              0.0070597
                    299,                 0.5275,                 0.3488,                0.85986,                0.95338,                 0.9402,                0.97979,                0.81773,                0.61241,                0.32636,                0.85144,              0.0070498,              0.0070498,              0.0070498
                    300,                0.51532,                0.33191,                0.85446,                0.95038,                0.93103,                0.98021,                0.81669,                0.61607,                0.32327,                0.85323,              0.0070399,              0.0070399,              0.0070399
                    301,                0.51414,                0.33142,                0.86033,                0.92974,                0.95402,                0.98022,                0.81638,                0.61827,                 0.3196,                0.85448,                0.00703,                0.00703,                0.00703
                    302,                0.50606,                0.31848,                0.85236,                0.95292,                0.93053,                0.98033,                0.81547,                0.61929,                 0.3178,                0.85554,              0.0070201,              0.0070201,              0.0070201
                    303,                0.49245,                0.31857,                0.84654,                0.95337,                0.94006,                0.98033,                0.81697,                0.61672,                0.31617,                 0.8568,              0.0070102,              0.0070102,              0.0070102
                    304,                0.50675,                0.32446,                0.85504,                 0.9534,                0.94068,                0.98045,                0.82182,                0.61294,                0.31213,                0.85742,              0.0070003,              0.0070003,              0.0070003
                    305,                0.53684,                0.34557,                0.86164,                0.95347,                0.94211,                0.98043,                0.81798,                0.61198,                0.31161,                0.85698,              0.0069904,              0.0069904,              0.0069904
                    306,                0.50961,                0.33191,                0.85411,                0.90857,                0.97701,                0.98056,                0.81562,                0.61065,                0.31596,                0.85753,              0.0069805,              0.0069805,              0.0069805
