epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,2507.5,0.65896,0.39844,0.90862,0.92553,0.82858,0.90012,0.66106,0.80617,0.50783,0.96967,0.0082576,0.0082576,0.0082576
178,2521.68,0.72304,0.45077,0.92187,0.95278,0.8,0.88831,0.66929,0.7802,0.52882,0.93738,0.0082477,0.0082477,0.0082477
179,2535.83,0.67516,0.39894,0.88744,0.95246,0.78333,0.8907,0.64133,0.81878,0.57818,0.91935,0.0082378,0.0082378,0.0082378
180,2549.95,0.68132,0.42476,0.89693,0.85639,0.79516,0.87363,0.64527,0.79979,0.59468,0.96054,0.0082279,0.0082279,0.0082279
181,2564.17,0.66635,0.40521,0.90412,0.97673,0.7,0.87049,0.65746,0.80743,0.54299,0.95086,0.008218,0.008218,0.008218
182,2578.34,0.67365,0.39553,0.89265,0.87496,0.81638,0.89001,0.67679,0.79181,0.55377,0.93753,0.0082081,0.0082081,0.0082081
183,2592.51,0.62201,0.37761,0.88912,0.94265,0.82186,0.88376,0.6484,0.79314,0.50614,0.94256,0.0081982,0.0081982,0.0081982
184,2606.73,0.67361,0.41735,0.91783,0.89423,0.8455,0.88591,0.66661,0.7936,0.48084,0.9568,0.0081883,0.0081883,0.0081883
185,2620.95,0.67159,0.40428,0.87442,0.9036,0.83333,0.89206,0.66595,0.75516,0.47096,0.91772,0.0081784,0.0081784,0.0081784
186,2635.2,0.6505,0.40442,0.87848,0.90858,0.85,0.88522,0.65619,0.77803,0.4625,0.92888,0.0081685,0.0081685,0.0081685
187,2649.42,0.68591,0.41898,0.89872,0.87861,0.83333,0.87359,0.64306,0.79244,0.48616,0.96436,0.0081586,0.0081586,0.0081586
188,2663.58,0.69848,0.40016,0.88855,0.95515,0.8,0.88647,0.64019,0.81974,0.48829,0.97042,0.0081487,0.0081487,0.0081487
189,2677.65,0.64122,0.40999,0.89696,0.85768,0.81667,0.87551,0.66687,0.77713,0.49192,0.9446,0.0081388,0.0081388,0.0081388
190,2691.72,0.67065,0.43348,0.91181,0.85908,0.81286,0.87478,0.66579,0.78232,0.52426,0.95747,0.0081289,0.0081289,0.0081289
191,2705.87,0.66023,0.41194,0.89122,0.94321,0.83041,0.87907,0.67038,0.76275,0.47992,0.96479,0.008119,0.008119,0.008119
192,2719.92,0.68173,0.39196,0.89352,0.90676,0.81045,0.87941,0.67844,0.74647,0.50164,0.96479,0.0081091,0.0081091,0.0081091
193,2734.05,0.66808,0.39651,0.8838,0.90456,0.83333,0.86523,0.65612,0.74498,0.50869,0.94936,0.0080992,0.0080992,0.0080992
194,2748.2,0.64382,0.39196,0.89227,0.89864,0.81667,0.87297,0.65853,0.75624,0.50267,0.94339,0.0080893,0.0080893,0.0080893
195,2762.37,0.66359,0.40154,0.89443,0.84945,0.84642,0.86009,0.64958,0.72355,0.52888,0.938,0.0080794,0.0080794,0.0080794
196,2776.52,0.68159,0.40239,0.89171,0.87143,0.81667,0.85354,0.65521,0.72671,0.5213,0.95373,0.0080695,0.0080695,0.0080695
197,2790.56,0.64881,0.40043,0.90776,0.92122,0.8,0.86163,0.64402,0.79227,0.5464,1.02044,0.0080596,0.0080596,0.0080596
198,2804.75,0.6556,0.39077,0.86365,0.87341,0.80502,0.86493,0.66515,0.75011,0.52989,1.01656,0.0080497,0.0080497,0.0080497
199,2818.88,0.65795,0.39896,0.90957,0.92111,0.78333,0.87671,0.67315,0.74845,0.55715,0.95781,0.0080398,0.0080398,0.0080398
200,2832.97,0.65015,0.39276,0.90081,0.89075,0.83333,0.86598,0.65324,0.80991,0.59554,0.9909,0.0080299,0.0080299,0.0080299
201,2847.08,0.6399,0.39899,0.87366,0.88045,0.85927,0.86932,0.66096,0.74291,0.50727,0.96689,0.00802,0.00802,0.00802
202,2861.18,0.74188,0.42063,0.90455,0.90624,0.78333,0.86826,0.64654,0.80399,0.52845,0.98704,0.0080101,0.0080101,0.0080101
203,2875.28,0.63254,0.39512,0.88962,0.91823,0.78333,0.86822,0.65744,0.76178,0.50003,0.97809,0.0080002,0.0080002,0.0080002
204,2889.43,0.65406,0.38662,0.88684,0.88651,0.81667,0.87461,0.65969,0.80774,0.54047,1.01989,0.0079903,0.0079903,0.0079903
205,2903.63,0.64063,0.39167,0.91577,0.89588,0.83333,0.88232,0.6811,0.76639,0.49412,0.98952,0.0079804,0.0079804,0.0079804
206,2917.82,0.65916,0.41107,0.90325,0.94085,0.79534,0.89497,0.68674,0.75692,0.48936,0.97097,0.0079705,0.0079705,0.0079705
207,2931.98,0.66333,0.39189,0.89641,0.89977,0.85,0.90228,0.6715,0.75669,0.49361,0.93666,0.0079606,0.0079606,0.0079606
208,2946.19,0.68813,0.4097,0.89291,0.91563,0.83333,0.88885,0.69112,0.75191,0.47945,0.93594,0.0079507,0.0079507,0.0079507
209,2960.41,0.65891,0.39362,0.88995,0.90737,0.81627,0.89137,0.69078,0.70882,0.47475,0.92344,0.0079408,0.0079408,0.0079408
210,2974.56,0.65495,0.39583,0.91088,0.94069,0.79315,0.88782,0.66846,0.74751,0.51538,0.96049,0.0079309,0.0079309,0.0079309
211,2988.73,0.61434,0.39076,0.89077,0.907,0.81282,0.87727,0.6813,0.74485,0.50995,0.98235,0.007921,0.007921,0.007921
212,3002.9,0.63099,0.38258,0.87746,0.85624,0.81667,0.87553,0.68189,0.72901,0.51395,0.96646,0.0079111,0.0079111,0.0079111
213,3017.07,0.65405,0.40315,0.91237,0.96215,0.84744,0.88513,0.67523,0.74381,0.50812,0.95778,0.0079012,0.0079012,0.0079012
214,3031.2,0.61905,0.37621,0.90302,0.9131,0.81667,0.89488,0.68052,0.73617,0.51918,0.95896,0.0078913,0.0078913,0.0078913
215,3045.34,0.65883,0.4026,0.89134,0.93742,0.78333,0.89305,0.67332,0.74041,0.51423,0.9634,0.0078814,0.0078814,0.0078814
216,3059.37,0.67659,0.39431,0.89681,0.94071,0.79345,0.8897,0.66712,0.73383,0.50437,0.9376,0.0078715,0.0078715,0.0078715
217,3073.43,0.61802,0.37948,0.87673,0.89443,0.84732,0.89728,0.67807,0.73516,0.48392,0.95088,0.0078616,0.0078616,0.0078616
218,3087.57,0.64044,0.4171,0.88488,0.92408,0.81157,0.89699,0.6836,0.70939,0.46039,0.92531,0.0078517,0.0078517,0.0078517
219,3101.67,0.63072,0.39299,0.8944,0.9371,0.81667,0.8808,0.68057,0.73584,0.46544,0.91908,0.0078418,0.0078418,0.0078418
220,3115.82,0.60088,0.38274,0.88177,0.95897,0.77908,0.88145,0.68168,0.75017,0.49764,0.94729,0.0078319,0.0078319,0.0078319
221,3129.99,0.61384,0.36985,0.88759,0.8635,0.83333,0.88779,0.68233,0.72524,0.50004,0.93832,0.007822,0.007822,0.007822
222,3144.09,0.67568,0.40551,0.87864,0.83337,0.83357,0.88893,0.69028,0.74254,0.53329,0.92908,0.0078121,0.0078121,0.0078121
223,3158.29,0.64979,0.39819,0.8906,0.92051,0.77209,0.87923,0.67752,0.72302,0.51945,0.91436,0.0078022,0.0078022,0.0078022
224,3172.32,0.63166,0.38915,0.87099,0.94934,0.8,0.88675,0.67262,0.73032,0.51234,0.91788,0.0077923,0.0077923,0.0077923
225,3186.39,0.65077,0.41527,0.88243,0.93978,0.7803,0.88096,0.66809,0.73829,0.54676,0.91895,0.0077824,0.0077824,0.0077824
226,3200.47,0.6187,0.40193,0.88594,0.9357,0.8,0.88843,0.66683,0.75774,0.49572,0.96035,0.0077725,0.0077725,0.0077725
227,3214.52,0.59569,0.37843,0.88902,0.87577,0.82255,0.87457,0.68064,0.74159,0.4983,0.96392,0.0077626,0.0077626,0.0077626
228,3228.67,0.64724,0.38708,0.89804,0.90726,0.81522,0.87975,0.67898,0.75568,0.49317,0.97118,0.0077527,0.0077527,0.0077527
229,3242.75,0.69203,0.40285,0.89545,0.89089,0.8165,0.87145,0.66817,0.7702,0.46056,0.99236,0.0077428,0.0077428,0.0077428
230,3256.79,0.63094,0.39741,0.91035,0.83572,0.85,0.87291,0.66325,0.78034,0.46676,1.00208,0.0077329,0.0077329,0.0077329
231,3270.98,0.66699,0.40005,0.91039,0.88583,0.81667,0.87967,0.65869,0.7994,0.53671,0.99531,0.007723,0.007723,0.007723
232,3285.21,0.62291,0.40056,0.89233,0.90074,0.81667,0.87816,0.65703,0.80231,0.53092,0.99008,0.0077131,0.0077131,0.0077131
233,3299.39,0.65029,0.38411,0.91334,0.87428,0.85,0.88405,0.66569,0.76977,0.52454,0.97937,0.0077032,0.0077032,0.0077032
234,3313.49,0.6021,0.35347,0.86134,0.9205,0.8,0.89216,0.67717,0.76012,0.49481,0.95601,0.0076933,0.0076933,0.0076933
235,3327.66,0.63358,0.36643,0.85757,0.95497,0.81667,0.89049,0.68455,0.77086,0.463,0.95273,0.0076834,0.0076834,0.0076834
236,3341.75,0.64446,0.38574,0.89468,0.92448,0.85,0.89042,0.6715,0.76732,0.46454,0.94544,0.0076735,0.0076735,0.0076735
237,3355.88,0.65385,0.39162,0.90415,0.91594,0.81667,0.89601,0.68547,0.7524,0.45468,0.95281,0.0076636,0.0076636,0.0076636
238,3369.9,0.65489,0.38366,0.86601,0.90619,0.85,0.9086,0.68233,0.7467,0.46315,0.92726,0.0076537,0.0076537,0.0076537
239,3384.11,0.64779,0.39543,0.89883,0.90424,0.78697,0.89588,0.68211,0.73789,0.45082,0.96126,0.0076438,0.0076438,0.0076438
240,3398.16,0.61928,0.38014,0.88214,0.90516,0.83333,0.89747,0.69446,0.7108,0.4674,0.96361,0.0076339,0.0076339,0.0076339
241,3412.31,0.62107,0.39789,0.88893,0.90513,0.79516,0.88524,0.68278,0.6948,0.46833,0.94875,0.007624,0.007624,0.007624
242,3426.47,0.6914,0.39949,0.8861,0.9519,0.73333,0.88725,0.67621,0.73207,0.51956,0.94868,0.0076141,0.0076141,0.0076141
243,3440.6,0.63764,0.38975,0.88826,0.92415,0.81235,0.89441,0.67401,0.76121,0.50939,0.98947,0.0076042,0.0076042,0.0076042
244,3454.68,0.65622,0.42209,0.89724,0.87647,0.81667,0.88709,0.67343,0.76684,0.56293,1.00748,0.0075943,0.0075943,0.0075943
245,3468.74,0.61888,0.38946,0.8868,0.93856,0.76384,0.88334,0.67663,0.77215,0.58254,1.0226,0.0075844,0.0075844,0.0075844
246,3482.93,0.66454,0.40993,0.87074,0.85958,0.81667,0.876,0.6599,0.78214,0.53593,0.96907,0.0075745,0.0075745,0.0075745
247,3497.04,0.62977,0.38992,0.87435,0.95983,0.81667,0.88968,0.68652,0.71436,0.49239,0.93518,0.0075646,0.0075646,0.0075646
248,3511.17,0.67963,0.40444,0.89324,0.95319,0.76667,0.89418,0.67859,0.74853,0.50294,0.92273,0.0075547,0.0075547,0.0075547
249,3525.27,0.6255,0.36537,0.87097,0.94951,0.78333,0.88138,0.6862,0.76005,0.51172,0.92916,0.0075448,0.0075448,0.0075448
250,3539.38,0.60973,0.37225,0.86946,0.95799,0.76667,0.88449,0.67591,0.74589,0.48449,0.93932,0.0075349,0.0075349,0.0075349
251,3553.56,0.6083,0.35796,0.88638,0.95174,0.78333,0.87996,0.67453,0.74331,0.51918,0.95206,0.007525,0.007525,0.007525
252,3567.71,0.61897,0.36644,0.90771,0.9479,0.81667,0.89972,0.67923,0.73749,0.52085,0.95275,0.0075151,0.0075151,0.0075151
253,3581.9,0.5707,0.36611,0.89193,0.94215,0.81438,0.89901,0.68334,0.74896,0.49832,0.97073,0.0075052,0.0075052,0.0075052
254,3596.03,0.58998,0.35673,0.87518,0.91385,0.81667,0.89343,0.67695,0.73834,0.48857,0.942,0.0074953,0.0074953,0.0074953
